review_business_price_range_detail,review_rating,review_business_number_rating,review_business_price_range,review_content,review_business_rating,review_business_reviews_count,review_business_name
"
                        Under $10
                    ",4.0,,2,One of my favorite places for pizza. The deluxe pizza is my top pick & the ingredients are always cooked to perfection. The bell peppers & mushrooms are never overly cooked where they've turned to soggy mush nor do they taste like they've just been sliced & thrown on at the last minute. It comes out pipping hot & I always want to dig in immediately but don't want it to burn my mouth. So I give it a minute or 2 but in the mean time I'm taking bitefulls of their antipasto salad. It's the winning combo & I'm all about combos. ,4.0,441.0,"
        Follieros Italian Food and Pizza
    "
"
                        Under $10
                    ",4.0,,2,"I must say that this restaurant has a great and hard working staff. You witness their speedy efficiency the moment you walk in as they whiz by with orders. The pizza is really good! We ordered half pepperoni and half chorizo and jalapeno and the pizza bianca. Our fave was the chorizo with jalapeno. The bianca was simple and delicious. If you're not a garlic lover I would steer clear due to the very liberal amount of sliced garlic on the pizza. I am a huge garlic lover, however even I picked off a few of the garlic chunks.",4.0,441.0,"
        Follieros Italian Food and Pizza
    "
"
                        Under $10
                    ",5.0,,2,"I've been coming here for 39 years. Sure things have changed, the menu has grown, the place is more crowded, but low prices and great customer service have remained the same. I love it when I walk in to this place and still get the VIP treatment. The lasagna is my absolute favorite, under $7, and always way too much to eat at dinner! ",4.0,441.0,"
        Follieros Italian Food and Pizza
    "
"
                        Under $10
                    ",4.0,,2,When I'm in the mood of good old fashion Italian food this is the place to go. Not only is the food incredibly delicious but the venue is so romantic :) ,4.0,441.0,"
        Follieros Italian Food and Pizza
    "
"
                        Under $10
                    ",3.0,,2,"This is a 3.5. Love the atmosphere and staff - its always packed. I wish the food was better. Its decent, just not the best. The eggplant is good- but the penne that comes with it, not so much. The pizza is quite good, again, not the best I've ever had. ",4.0,441.0,"
        Follieros Italian Food and Pizza
    "
"
                        Under $10
                    ",3.0,,2,I had a lasagna dinner.. that was pretty good.. the portion was huge.. service was pretty good.. over all not bad.. the salad was horrible though.. nothing but iceberg not even a tomato,4.0,441.0,"
        Follieros Italian Food and Pizza
    "
"
                        Under $10
                    ",4.0,,2,"It's all about the sandwich menu. The pizza is delicious, but the pastrami and the eggplant sandwiches are winners every time. And let's not forget about how reasonable the prices are! Like me, you'll be back for more. Tip: the parking in the back is tricky - some spots are free while others are not. Beware.",4.0,441.0,"
        Follieros Italian Food and Pizza
    "
"
                        Under $10
                    ",3.0,,2,"Just above your pizza joint. Loyalist swear this place is choice. Many pizza and Italian choices to choose from. I like to judge on the simple menu items like spaghetti and cheese pizza, if those stand out then the rest of the menu should be quality. Either way give this place a try. Family style and great for nostalgic flavors.",4.0,441.0,"
        Follieros Italian Food and Pizza
    "
"
                        Under $10
                    ",3.0,,2,Prices are great and there was plenty of parking around but I didn't find that this place was that unique or that great among the many places around Highland Park/South Pasadena. ,4.0,441.0,"
        Follieros Italian Food and Pizza
    "
"
                        Under $10
                    ",5.0,,2,"Best Pizza in the world, usually get the cheese or sausage and always get extra sauce to dip the pizza in :))). Their a Pastrami and egg plant parm sandwiches are delicious as well. Orders usually take about 20 minutes when ordered by phone.",4.0,441.0,"
        Follieros Italian Food and Pizza
    "
"
                        Under $10
                    ",4.0,,2,"Eggplant lasagne was really good. Based on that alone, I'd give it a 5/5, but I remember other things not being quite as good. The salad was simple. Lettuce and dressing, but was fresh so was fine with me. Garlic bread was great. I think this place has been around since the 70s, but got a facelift a few years ago and they raised their prices, which are still very low. It's always packed for dinner but lunch is always easy to get a seat. Cash only.",4.0,441.0,"
        Follieros Italian Food and Pizza
    "
"
                        Under $10
                    ",5.0,,2,"This is a great local pizza place that has been around for along time!! I love the pizza and the prices. The thin crust, the sauce, the toppings are really tasty. I've had the veggie pizza, the pepperoni, and the margherita. I always ask for extra sauce because it tastes great! Don't forget to bring cash, there are two banks (Bank of America, and Chase) close by in case you forget. The staff is always friendly and you can order ahead and pick up your order and it's pretty quick.",4.0,441.0,"
        Follieros Italian Food and Pizza
    "
"
                        Under $10
                    ",4.0,,2,"This used to be my favorite place in the area. It's unpretentious and reminds me of how Italian restaurants used to be run. And it is very efficient. I still go back. But Whole Foods on Arroyo Parkway actually has better pizza, and so now I go there.",4.0,441.0,"
        Follieros Italian Food and Pizza
    "
"
                        Under $10
                    ",4.0,,2,Delicious! This pizza taste as good as bar louies...and I had the veggie lasagna which was delicious. The service was great and the cost was accurate. And how can you beat $5 for a glass of wine?,4.0,441.0,"
        Follieros Italian Food and Pizza
    "
"
                        Under $10
                    ",4.0,,2,I'm a fan. Scrumptious pizza with a lot of flavor. The vibe is great. Will definitely return often when I'm in the area.,4.0,441.0,"
        Follieros Italian Food and Pizza
    "
"
                        Under $10
                    ",4.0,,2,"We rarely crave Italian food because more often than not, it's overpriced and I'm left feeling that I could have made it at home. But tonight was different. We wanted tomatoy goodness. One dollar search filter on Yelp led us to Folliero's in Highland Park.",4.0,441.0,"
        Follieros Italian Food and Pizza
    "
